environment,task_id,instruction,category,task_type
mutil-procthor,procthor901,I want to catch up on the news while relaxing in the bedroom. Please turn on the TV and bring the newspaper to the bedroom.,Social,Hybrid
mutil-procthor,procthor902,"I'm a bit hungry and want to grab something to eat, and I'd also like to set a cozy atmosphere in the kitchen with some candlelight. Please open the fridge and place the candle in the kitchen.",Social,Hybrid
mutil-procthor,procthor903,"I'd like to wash my pillow while taking a bath, and I also want to display the teddy bear in the living room. Please bring the pillow to the bathroom and move the teddy bear to the living room.",Social,Hybrid
mutil-procthor,procthor904,I'm going to have a meal in the kitchen and read the newspaper at the same time. Please bring both the newspaper and the plate to the kitchen.,Social,Hybrid
mutil-procthor,procthor905,I want to check what's inside each of these. Please open both the box and the fridge.,Social,Hybrid
mutil-procthor,procthor906,I need to take a photo of some ingredients. Please hold up the tomato and the egg.,Social,Hybrid
mutil-procthor,procthor907,I need to get a feel for how heavy these two things are. Please hold up the basketball and the watch.,Social,Hybrid
mutil-procthor,procthor908,"I'd like to use the candle in the kitchen tonight, and I need a bottle of wine set out in the bedroom. Please pick up the candle and head to the kitchen, then pick up the wine bottle and go to the bedroom.",Social,Hybrid
mutil-procthor,procthor909,"I need to make a phone call from the kitchen. Also, please put the baseball bat away and put it in the living room. Please pick up the phone and go to the kitchen, then pick up the baseball bat and go to the living room.",Social,Hybrid
procthor,procthor000,I'm planning to eat a tomato in bed. Could you go get a tomato and wait by my bedside?,Daily,Hybrid
procthor,procthor001,"I need to use the toilet. Please go to the bathroom, turn on the toilet, and then return to the bedroom.",Daily,Hybrid
procthor,procthor002,I'd like to take a nap on the sofa. Please bring a pillow and wait for me next to the sofa.,Daily,Hybrid
procthor,procthor003,"I want to hug my teddy bear on the sofa. Please bring me my teddy bear, hold it up, and wait for me next to the sofa.",Entertain,Hybrid
procthor,procthor004,"I'll finish eating soon and I need tissues. Please go to the restroom, get some tissues, and wait for me near a dining table.",Daily,Hybrid
procthor,procthor005,I'm going to serve the rice. Please pick up your plate and stand near the counter.,Daily,Hybrid
procthor,procthor006,I need to prepare a meal. Please take the an egg out of the refrigerator and stand near it.,Daily,Hybrid
procthor,procthor007,"I'd like some water. Please go to the kitchen and get a cup, then wait for me near the sofa.",Daily,Hybrid
procthor,procthor008,I need to use a spatula. Please pick up the spatula and stand near the refrigerator.,Daily,Hybrid
procthor,procthor009,I need a spoon. Please pick up the spoon and stand near the sofa.,Daily,Hybrid
procthor,procthor010,I need your help to pick up the basketball from the bedroom floor and wait for me by the TV cabinet.,Entertain,Hybrid
procthor,procthor011,I want to check the time. Please pick up a watch from the bedroom and wait for me by the refrigerator.,Daily,Hybrid
procthor,procthor012,I'd like to do some organization. Please pick up a book and stand next to the TV cabinet.,Daily,Hybrid
procthor,procthor013,I'd like to do some tidying up. Please pick up the pencil from the bedroom and stand near the TV cabinet.,Daily,Hybrid
procthor,procthor014,I need you to get me a candle and wait for me next to the refrigerator.,Daily,Hybrid
procthor,procthor015,I need you to bring me a candle and wait for me by the bed.,Daily,Hybrid
procthor,procthor016,I want to wash the basketball. Please bring the basketball to the faucet and wait for me.,Daily,Hybrid
procthor,procthor017,"I'm getting ready for bed. Please bring the alarm clock over, and wait for me by my bed.",Daily,Hybrid
procthor,procthor018,I'd like to do some cleaning. Please pick up the spray bottle and wait for me at the side table.,Daily,Hybrid
procthor,procthor019,I'd like to do some cleaning. Please pick up the plunger and wait for me by the sink.,Daily,Hybrid
procthor,procthor100,I'm a bit thirsty and want the apple. Could you please bring an apple from the kitchen to the bedroom?,Daily,Hybrid
procthor,procthor101,"I left a book in my room. Please pick up a book, place it in the living room, and then stand next to the dining table.",Daily,Hybrid
procthor,procthor102,Could you go and turn on the computer screen in the room? I want to check if it's damaged. Then please wait for me near any of the dining tables in the bedroom.,Work,Hybrid
procthor,procthor103,"I'm a bit hungry. Please bring one loaf of bread from the kitchen to the living room for me, and wait beside the sofa.",Daily,Hybrid
procthor,procthor104,I need a candle for cooking in the kitchen. Please bring one candle from the living room and wait by any counter.,Daily,Hybrid
procthor,procthor105,Can you bring the empty toilet paper holder from the bathroom to the bedroom? I'll refill it with paper.,Daily,Hybrid
procthor,procthor106,I'm going back to my room to sleep. Please come out of the bathroom and then go back to the bedroom.,Daily,Navigation
procthor,procthor107,I'm done eating. Please put the bowl back in the kitchen and bring my pen from the kitchen to the living room.,Daily,Hybrid
procthor,procthor108,Please go to the bedroom.,Daily,Navigation
procthor,procthor109,I want to read the newspaper when I use the bathroom. Please bring the newspaper to me in the bathroom,Entertain,Hybrid
procthor,procthor110,"Can you locate my bedroom? If so, please go ahead and step inside.",Daily,Navigation
procthor,procthor111,"An apple a day keeps the doctor away. Please grab one apple from the kitchen, bring it to my bedroom, and put it on any dresser. I'll eat it later.",Daily,Hybrid
procthor,procthor112,Can you turn on one phone and bring it to the bathroom? I want to use it while I'm in there.,Entertain,Hybrid
procthor,procthor113,"Can you see any toilet paper? If so, please bring one roll to the kitchen; the kitchen is out of paper.",Daily,Hybrid
procthor,procthor114,I'll go eat soon. Please wait for me at any kitchen table first.,Daily,Navigation
procthor,procthor115,Please take one book from the bedroom to the kitchen. It might help me with cooking.,Work,Hybrid
procthor,procthor116,"As my robot, please pick up the laptop from my bedroom and bring it to the kitchen because I need to use it there.",Daily,Hybrid
procthor,procthor117,I'm just kidding. Please hide the watch on the kitchen counter and then quickly go to the bedroom.,Daily,Hybrid
procthor,procthor118,"Please break the vase, then quickly go to the bathroom.",Daily,Hybrid
procthor,procthor119,My friend is coming over to hang out. Please grab a baseball bat for me and then wait for him in the living room.,Daily,Hybrid
procthor,procthor200,"I'd like to have some fresh snacks. Please go to the kitchen, open the refrigerator, cut the tomatoes into chunks, close the refrigerator, and then take one piece to a table in the kitchen.",Daily,Hybrid
procthor,procthor201,"I'm getting ready to sleep. I'd like to lie in bed and watch some TV before I go to sleep. Please go to the living room and turn off one floor lamp. Then, go to the bedroom, tidy up the bed, and turn on the TV for me.",Entertain,Hybrid
procthor,procthor202,"I've finished my work and am going to rest in bed. Please turn off a bedside lamp, turn on a mobile phone, and stand by the bed.",Entertain,Hybrid
procthor,procthor203,"I'm getting ready for breakfast. Please go to the kitchen, turn on the toaster, and turn on the coffee machine for me.",Daily,Hybrid
procthor,procthor204,"I want to eat an egg. Please go to the kitchen, open the refrigerator, take out an egg, close the refrigerator, and then place it next to the pot.",Daily,Hybrid
procthor,procthor205,I want to wash the pillow. Please pick up the pillow and bring it to the bathroom.,Daily,Hybrid
procthor,procthor206,I want to read before going to sleep. Please find one book and bring it to the bedroom.,Entertain,Hybrid
procthor,procthor207,My basketball is dirty and I want to wash it. Please pick up one basketball and navigate to the bathroom.,Daily,Hybrid
procthor,procthor208,I am going out to play soon and need to clean my gear first. Please take the tennis racket and carry it to the bathroom for me.,Daily,Hybrid
procthor,procthor209,I am feeling a bit hungry. Please pick up one tomato and carry it to the bedroom.,Daily,Hybrid
procthor,procthor210,I want to decorate my bedroom. Please pick up one vase and relocate it to the bedroom.,Daily,Hybrid
procthor,procthor211,I am hungry. Please find the bread and carry it into the bedroom for me.,Daily,Hybrid
procthor,procthor212,I am planning to organize some items in the kitchen. Please pick up the box and move it to the kitchen for me.,Daily,Hybrid
procthor,procthor213,I just finished my snack and need to tidy up. Please pick up one box and carry it over to the kitchen.,Daily,Hybrid
procthor,procthor214,I would like to have some fruit before I go to sleep. Please pick up the apple and carry it to the bedroom.,Daily,Hybrid
procthor,procthor215,I want to decorate the kitchen. Please pick up one book and move it to the kitchen.,Daily,Hybrid
procthor,procthor216,I want to read the newspaper before going to sleep. Please pick up one newspaper and carry it to the bedroom.,Entertain,Hybrid
procthor,procthor217,I want to have a drink before going to sleep. Please pick up the wine bottle and move it to the bedroom for me.,Daily,Hybrid
procthor,procthor218,I think a teddy bear needs a wash. Please pick one up and carry it to the bathroom for me.,Daily,Hybrid
procthor,procthor219,I am feeling thirsty and want some water before I go to sleep. Please fill the cup with water and then carry it to the bedroom for me.,Daily,Hybrid
procthor,procthor300,I'm thirsty. Please fill a bowl with water and wait beside the table.,Daily,Hybrid
procthor,procthor301,I need to use the bathroom. Please open the toilet lid and wait beside it.,Daily,Hybrid
procthor,procthor302,The toilet is dirty. Please pick up the plunger and wait beside the toilet while I clean it.,Daily,Hybrid
procthor,procthor303,A basketball on the floor is blocking the way. Please pick it up and stand by a bed.,Daily,Hybrid
procthor,procthor304,I want to play the basketball. Please bring a basketball in the Bedroom.,Entertain,Hybrid
procthor,procthor305,"I'm going to sleep, but a bed is messy. Please tidy a bed and wait beside it.",Daily,Hybrid
procthor,procthor306,I'm ready to work. Please turn on a computer and wait beside it.,Work,Hybrid
procthor,procthor307,I plan to eat bread. Please slice a bread and wait beside a table.,Daily,Hybrid
procthor,procthor308,I'm ready to work. Please pick up the phone from the sofa and wait beside the sofa.,Work,Hybrid
procthor,procthor309,I want to read a book. Please pick up a book.,Entertain,Hybrid
procthor,procthor310,"I'm going to have a meal. Please move the RemoteControl from the sofa to the dining table, then wait beside the table.",Daily,Hybrid
procthor,procthor311,A BaseballBat fell on the floor. Please pick up the BaseballBat and wait beside the dresser.,Daily,Hybrid
procthor,procthor312,The bed is dirty. Please tidy the bed and wait beside it.,Daily,Hybrid
procthor,procthor313,I want to make coffee. Please turn on a coffee machine and wait beside it.,Daily,Hybrid
procthor,procthor314,"A dishsponge is broken. Please throw it into a trash can, then wait beside the trash can.",Daily,Hybrid
procthor,procthor316,I will read the newspaper on the sofa later. Please pick up the newspaper on the sofa and wait beside the sofa.,Entertain,Hybrid
procthor,procthor317,"I want to watch TV. Please turn on a TV, then wait beside a sofa.",Entertain,Hybrid
procthor,procthor318,"I want to work. Please get the phone from the bed for me, then wait beside the bed.",Work,Hybrid
procthor,procthor400,"I'm a bit hungry. First, please go to the kitchen to get the bread and bring it to the dining table in the bedroom. After that, pick up a box from the dining table and take it back to the kitchen.",Daily,Hybrid
procthor,procthor401,"The power is out. Please go to the living room, pick up a candle from the table, and bring it to the kitchen.",Daily,Hybrid
procthor,procthor402,The basketball is a bit dirty and I'm planning to clean it. Please pick up a basketball from the bedroom floor and take it to the bathroom.,Daily,Hybrid
procthor,procthor403,I'm ready to read the newspaper. Please get a newspaper from the living room and bring it to the bedroom.,Entertain,Hybrid
procthor,procthor404,"I want to clean the desk in the bedroom. Please go to the bathroom, get a dish sponge, and bring it to the bedroom.",Daily,Hybrid
procthor,procthor405,"I'm planning to open a box with a knife. Please go to the kitchen, get a knife, and bring it to me in the bedroom.",Daily,Hybrid
procthor,procthor406,"I'm heading out for work. First, please go to the bedroom to open the laptop. Then, pick up a keychain from the bedroom and bring it to the living room.",Travel,Hybrid
procthor,procthor407,"The tennis racket is dirty. Please go to the bedroom, pick up the tennis racket, and bring it to the bathroom.",Daily,Hybrid
procthor,procthor408,"I'd like to have some wine. Please go to the kitchen, get the wine bottle, and bring it to the bedroom.",Entertain,Hybrid
procthor,procthor409,"I'm getting ready to play baseball. Please go to the bedroom, pick up the baseball bat leaning against the wall under the window, and bring it to the living room.",Entertain,Hybrid
procthor,procthor410,"The teddy bear is a bit dirty and needs a wash. Please go to the bedroom, pick up the teddy bear, and bring it to the bathroom.",Daily,Hybrid
procthor,procthor411,"I'm getting ready to play basketball. Please go to the bedroom, pick up the basketball, and bring it to the kitchen.",Entertain,Hybrid
procthor,procthor412,Please take the DishSponge from the kitchen and throw it into the GarbageCan in the bathroom. I want to clean up the bathroom trash together.,Daily,Hybrid
procthor,procthor413,I have some urgent tasks to handle. Please go to the bedroom and bring a laptop to the kitchen for me.,Work,Hybrid
procthor,procthor414,"The soap on the toilet in the bathroom is used. Please pick it up and take it to the kitchen, then throw it into the garbage can.",Daily,Hybrid
procthor,procthor415,I'm planning to clean up the bedroom. Please pick up a cell phone and a laptop from the bedroom and bring them to the dining table in the living room.,Daily,Hybrid
procthor,procthor419,"I need to tidy up the bedroom. Please pick up a pillow from the bed and take it to the sofa in the living room. After that, pick up the other items on the bed and bring them to the dining table in the living room. Finally, clean the bed.",Daily,Hybrid
procthor,procthor501,"I'm getting ready to sleep. I'd like to lie in bed and watch some TV before I go to sleep. Please go to the living room and turn off a floor lamp. Then, go to the bedroom, tidy up the bed, and turn on the TV for me.",Entertain,Hybrid
procthor,procthor502,"I've finished my work and I'm planning to rest in bed. Please turn off a desk lamp, power on a cellphone, and bring the phone to the bedside for me.",Entertain,Hybrid
procthor,procthor600,"I am finishing my day. To keep the walkways clear, please relocate to the bedroom and position yourself by a bedside.",Daily,Navigation
procthor,procthor601,I want to start studying. Please move to the living room and fetch a pen from the table in the living room.,Work,Hybrid
procthor,procthor602,I am hungry. Please move to the kitchen and get the tomato from the stove in the kitchen.,Daily,Hybrid
procthor,procthor603,I am going to sleep. Please proceed to the bedroom and position yourself at a bedside to remain available for my assistance.,Daily,Navigation
procthor,procthor604,"I want to study. Please go to the sofa in the living room, pick up a book, open it, and stay there waiting for me.",Work,Hybrid
procthor,procthor605,I want to eat fruit. Please pick up the apple from the table in front of you and navigate to the front of the sofa in the living room.,Daily,Hybrid
procthor,procthor606,"I need to get up early. Please go to the bedroom, pick up the alarm clock on the table, and place it on the bed.",Daily,Hybrid
procthor,procthor607,I want to relax. Please fetch the phone from the table and navigate to the bedside in the bedroom.,Entertain,Hybrid
procthor,procthor608,I want to study. Please move to the living room and turn on a laptop.,Work,Hybrid
procthor,procthor609,I want to watch TV. Please fetch the remote control from the table in the bedroom and navigate to the sofa in the living room.,Entertain,Hybrid
procthor,procthor610,I want to relax. Please fetch the apple in the kitchen and move to the sofa in the living room.,Daily,Hybrid
procthor,procthor611,I want to read. Please fetch the book in the bedroom and move to a dining table in the living room.,Entertain,Hybrid
procthor,procthor612,I am going to relax. Please move to the living room and turn off a desk lamp.,Daily,Hybrid
procthor,procthor613,Please move to the bedroom and open the box there to check if there is anything inside.,Daily,Hybrid
procthor,procthor614,I am going to wash my face. Please navigate to the bathroom and turn on a faucet there.,Daily,Hybrid
procthor,procthor615,"I am going to cook. Please navigate to the kitchen, find the tomato and then pick it up.",Daily,Hybrid
procthor,procthor616,I am going to wash my hands. Please navigate to the bathroom and turn on the faucet there.,Daily,Hybrid
procthor,procthor617,"I am cooking and need to check my phone. Please navigate to the sofa in the living room to pick up the phone, then navigate to the kitchen and place it on the countertop.",Daily,Hybrid
procthor,procthor618,I want to clean my bedroom. Please navigate to the bedroom and fetch the baseball bat from the floor and place it on the dresser.,Daily,Hybrid
procthor,procthor619,I want to clean my living room. Please navigate to the living room and fetch the newspaper from the sofa and place it on the dining table.,Daily,Hybrid
procthor,procthor700,I want to clean the dog bed. Please bring the spray bottle next to the dog bed.,Daily,Hybrid
procthor,procthor701,I want to play basketball in the living room. Please pick up the basketball and stand beside the sofa and wait for me.,Entertain,Hybrid
procthor,procthor702,I want to cook. Please pick up the alarm clock and stand beside the microwave in the kitchen.,Daily,Hybrid
procthor,procthor703,I want to have breakfast in bed. Please pick up the eggs and stand by the bed.,Daily,Hybrid
procthor,procthor704,Please go to the living room and turn off the floor lamp. Then come back to the bedside of the bedroom and wait for me.,Daily,Hybrid
procthor,procthor705,I want to clean the toilet. Please pick up a dish sponge and stand next to the toilet while I wait.,Daily,Hybrid
procthor,procthor706,I'd like to play basketball. Please pick up the basketball and stand by the sofa in the living room while I wait.,Entertain,Hybrid
procthor,procthor707,I'd like to wipe the bed. Please pick up a cloth and stand beside the bed while I wait.,Daily,Hybrid
procthor,procthor708,I'd like to work on the sofa for a while. Please pick up your laptop and stand next to the sofa while I wait.,Work,Hybrid
procthor,procthor709,I'm going out. Please take a keychain and wait for me by the sofa.,Travel,Hybrid
virtualhome,virtualhome00000,open the tv,Daily,Interaction
virtualhome,virtualhome00001,I want to eat something. Please open the microwave and refrigerator doors. I'd like to heat something up.,Daily,Interaction
virtualhome,virtualhome00002,I can't find my keyboard. Could you help me locate it and pick it up to show me?,Work,Hybrid
virtualhome,virtualhome00003,Turn on the sink please. I want to wash my face.,Daily,Interaction
virtualhome,virtualhome00005,I'm a bit hungry. Can you see the pie on the table? Pass it to me.,Daily,Interaction
virtualhome,virtualhome00006,I'm going to sleep. Could you turn off the desk lamp? It's a bit too bright.,Daily,Hybrid
virtualhome,virtualhome00007,I can't find my phone. Could you help me look for it? Please put it on the TV stand when you find it.,Daily,Hybrid
virtualhome,virtualhome00008,I'm starting work now. Could you walk over to my computer and turn it on?,Work,Hybrid
virtualhome,virtualhome00009,I have a great idea! I want to implement it right away. Go turn on the computer and get ready! I'm about to start brainstorming.,Work,Hybrid
virtualhome,virtualhome00010,I just finished using the toilet and forgot to flush. Now I need to go back and turn on the toilet to flush.,Daily,Hybrid
virtualhome,virtualhome00011,I'm done eating. Can you see the dish bowl on the shelf? Pick it up.,Daily,Hybrid
virtualhome,virtualhome00012,I want to wash my face. Help me turn on the faucet.,Daily,Hybrid
virtualhome,virtualhome00013,I've packed up and I'm ready to head out. Please help me turn off the ceiling light in this room—the switch is by the door.,Daily,Hybrid
virtualhome,virtualhome00014,Can you see the ceiling light switch by the door? Please walk over and turn it off. I'm going to sleep.,Daily,Hybrid
virtualhome,virtualhome00015,I can't find my mouse. Can you see it? It should be by the computer. Pick it up for me if you find it.,Work,Hybrid
virtualhome,virtualhome00017,Have you seen my folder? Pick it up for me if you find it.,Work,Hybrid
virtualhome,virtualhome00018,I'm looking for something. Help me open the cabinet.,Daily,Hybrid
virtualhome,virtualhome00019,I'm done showering and want a good sleep. Please turn off the light—the switch is by the door. It's the overhead room light,Daily,Hybrid
virtualhome,virtualhome00020,"I'm brushing my teeth, but I can't find my toothbrush. Can you help me look for it and pick it up?",Daily,Hybrid
virtualhome,virtualhome00100,"I'd like to find something to eat, please open the refrigerator.",Daily,Hybrid
virtualhome,virtualhome00101,I'd like to heat up some food. Please open the microwave door.,Daily,Hybrid
virtualhome,virtualhome00102,I'm full. Please put the pie on the kitchen counter; I'll prepare it later.,Daily,Hybrid
virtualhome,virtualhome00103,Place the salmon in the microwave and turn it on. Remember to close the microwave door.,Daily,Hybrid
virtualhome,virtualhome00104,"I need to tidy up the kitchen. Please open the refrigerator door and put the salmon inside, but do not close the refrigerator door.",Daily,Hybrid
virtualhome,virtualhome00105,"I'm going to start working now, please turn on your computer.",Work,Hybrid
virtualhome,virtualhome00107,I want to put the mug from the table to coffeetable.,Work,Hybrid
virtualhome,virtualhome00108,I'd like to get some water; please feel free to pick up any glass.,Daily,Hybrid
virtualhome,virtualhome00109,I'd like to drink coffee. Please turn on the coffee machine.,Daily,Hybrid
virtualhome,virtualhome00110,I want to listen to music. Please turn on the radio for me.,Daily,Hybrid
virtualhome,virtualhome00111,I'd like to use my cellphone. Please put it back on the bed.,Daily,Hybrid
virtualhome,virtualhome00112,"I want to have some fun, so please turn on the TV and pick up a phone.",Entertain,Hybrid
virtualhome,virtualhome00113,I'd like to watch some TV. Please put the remote on the coffee table.,Entertain,Hybrid
virtualhome,virtualhome00114,"I want to rest for a while, please get me a pillow.",Daily,Hybrid
virtualhome,virtualhome00115,I'm about to play a game. Please turn on a computer and pick up a cup from the table.,Entertain,Hybrid
virtualhome,virtualhome00116,"I'm hungry, please pick up the cupcake; I'll eat it later.",Daily,Hybrid
virtualhome,virtualhome00117,"Please place a mobile phone on the table, and then pick up a mouse.",Work,Hybrid
virtualhome,virtualhome00118,I'm too hungry. Please pick up a bread slice from the toaster and turn on the toaster to cook another one.,Daily,Hybrid
virtualhome,virtualhome00119,I want to clean the kitchen. Please get me a bottle of dish soap and then turn on the faucet.,Daily,Hybrid
